id,date,user,pc,activity
{Q6S6-E2XN87IC-6287BTAE},01/06/2010 8:47,JIR2594,PC-1709,Logon
{E9A4-V5GU97GE-1816UPYT},01/06/2010 8:47,JLG2952,PC-5187,Logon
{M8T5-A6QX60EF-6561JYFX},01/06/2010 8:47,JSH1070,PC-0890,Logon
{O0G4-T1RR36OR-0626FEFQ},01/06/2010 8:47,KCM0806,PC-1142,Logon
{D2N5-I1CP72PL-5626ILFY},01/06/2010 8:47,LSM0408,PC-6214,Logon
{D2N0-R1BL82UT-9858MZPB},01/06/2010 8:47,MBC0803,PC-1493,Logon
{X8Y2-N4BD33WP-6109WCGG},01/06/2010 8:47,MHB0845,PC-0772,Logon
{A2M8-R0CI91EL-4016PPYJ},01/06/2010 8:47,NHP0412,PC-4099,Logon
{O6Z3-I1DU85ET-8911AQHS},01/06/2010 8:47,OAS0991,PC-4943,Logon
{A5K7-D4SB45SH-4417DCUI},01/06/2010 8:47,OCC0107,PC-8441,Logon
{C9A6-B0UU60QU-5304JDDN},01/06/2010 8:47,RDA3381,PC-2003,Logon
{X3O3-I7DJ14UC-7602ZTZC},01/06/2010 8:47,RIE2876,PC-5807,Logon
{P2X4-E8LV64BJ-5850KASL},01/06/2010 8:47,RPC0205,PC-0880,Logon
{Y8T8-X2TE46RB-5049PCWJ},01/06/2010 8:47,RWS3699,PC-9819,Logon
{H5Q3-Y6XY38ZU-4208DDOS},01/06/2010 8:47,UKC0543,PC-0084,Logon
{Y2A0-O0MV03OZ-7604ZTRS},01/06/2010 8:47,ZBW1015,PC-1131,Logon
{Y1T4-B9AE54CY-8961GFWM},01/06/2010 8:47,KCM3235,PC-3332,Logoff
{D9W1-C4WH04XA-2535TQHA},01/06/2010 8:48,ADS0763,PC-0447,Logon
{A8T8-M6IM18XF-3137KIYC},01/06/2010 8:48,ADS2950,PC-5890,Logon
{O5R2-E6MI81ZH-2413YBIP},01/06/2010 8:48,BPM3694,PC-0225,Logon
{Y9X7-R8JW76UE-2719CHCS},01/06/2010 8:48,CBC0952,PC-5377,Logon
{I1D7-P1HF17XR-9173FZBO},01/06/2010 8:48,CQS2883,PC-6220,Logon
{B3O0-L6FE87YS-5901ISTJ},01/06/2010 8:48,IFC0958,PC-2277,Logon
{I1A2-A1GT73BM-7093ASHM},01/06/2010 8:48,IIF2584,PC-8264,Logon
{Z9P5-B8AM12JX-1962NLXO},01/06/2010 8:48,JSH1843,PC-4772,Logon
{M9D8-A3DP06ZR-4417RUEC},01/06/2010 8:48,KCB1975,PC-6057,Logon
{D1J4-A5KZ90GU-6102VGVV},01/06/2010 8:48,KMS0954,PC-8186,Logon
{W9Y7-A6WR23NA-7291LRZD},01/06/2010 8:48,KNM1154,PC-4927,Logon
{C0A9-V3SK61UU-9401WSOS},01/06/2010 8:48,SAP3390,PC-8888,Logon
{I0M0-M9BX11RJ-6238HMKQ},01/06/2010 8:48,TFH0544,PC-4354,Logon
{E1B5-T7AN07UT-2013TCZJ},01/06/2010 8:48,TJB0540,PC-5538,Logon
{Y5L4-K4ZF66VP-4523IEHH},01/06/2010 8:48,WGC1081,PC-4113,Logon
{W9W1-F9RY40AO-5846EFCD},01/06/2010 8:48,ORM1484,PC-3416,Logon
{A4C1-H2AY22AE-5016ZQAN},01/06/2010 8:48,QWL3474,PC-0696,Logon
{W0M5-M2XA98BI-9308XAEW},01/06/2010 8:49,ABB0300,PC-4529,Logon
{T0I2-Y7ZN15ID-5884RLIC},01/06/2010 8:49,AJM2385,PC-8791,Logon
{C7U2-N5TL51KQ-2603EBTG},01/06/2010 8:49,BSS2956,PC-3542,Logon
{F2F8-T6QR51JX-4688VVDQ},01/06/2010 8:49,CMM3702,PC-2478,Logon
{G2M6-M6CV67RE-1200YXBM},01/06/2010 8:49,CMT0267,PC-4112,Logon
{N9Z0-I7FW95RX-9202FRKP},01/06/2010 8:49,JSB2942,PC-0211,Logon
{G9B1-C6JF79GM-0694JFAL},01/06/2010 8:49,LOC1446,PC-4363,Logon
{N2M9-D6AZ70QF-4853EIZO},01/06/2010 8:49,NDG3403,PC-6085,Logon
{A3H1-H5MQ98BV-4290WKUP},01/06/2010 8:49,NNP0229,PC-8863,Logon
{D9Y0-F6TT98RG-2740POXF},01/06/2010 8:49,TCG0016,PC-8445,Logon
{P5X1-W3KJ41BC-9283GOBT},01/06/2010 8:49,TJD0106,PC-6916,Logon
{V1I5-D1VT10OL-1765WEEI},01/06/2010 8:49,TRH1083,PC-2246,Logon
{W1Z1-W8LB16OD-8474OCZJ},01/06/2010 8:49,XAL0414,PC-7036,Logon
{Z1V6-M4OR09EP-1916HPDQ},01/06/2010 8:49,YAV0093,PC-9148,Logon
{B5Q2-L0YE33BV-7045DLAU},01/06/2010 8:49,WRM0515,PC-2513,Logon
{X7L6-Q0BU28LI-0016BFQR},01/06/2010 8:50,CDY3409,PC-9318,Logon
{J7V7-H1ZB58TQ-9928ZGYB},01/06/2010 8:50,DBC1073,PC-5545,Logon
{W0X7-K6QX06JN-3658QIYD},01/06/2010 8:50,DCC3689,PC-7710,Logon
{F1T8-W7DX19XM-0941IOCW},01/06/2010 8:50,DJF3394,PC-3801,Logon
{Q7R8-T5NG36IE-7427DZPX},01/06/2010 8:50,DMS3400,PC-3683,Logon
{I9M9-A6FX82XJ-9766QROY},01/06/2010 8:50,GGM3737,PC-8825,Logoff
{D7H5-K8SY99KD-2429UGGB},01/06/2010 8:50,IKH3472,PC-7666,Logon
{P5M6-I8LF28RD-5434SFHV},01/06/2010 8:50,JCP1462,PC-7135,Logon
{C7R7-L3SB61PO-7985IFNF},01/06/2010 8:50,JRR3014,PC-0981,Logon
{B4K9-Y1ZU70LV-8034CORT},01/06/2010 8:50,KOR1163,PC-5997,Logon
{B5M3-X5UC31AN-1285XBBX},01/06/2010 8:50,KSJ0840,PC-7112,Logon
{G3E9-K2PD09KP-3039PLEA},01/06/2010 8:50,REC0283,PC-6764,Logon
{B0I5-X0RZ89SM-4401REIB},01/06/2010 8:50,RHL0268,PC-0059,Logon
{Y1U6-Q7YR16PY-4965MBKM},01/06/2010 8:50,ZGP2957,PC-6478,Logon
{U0K2-P0SH53WS-0632DANP},01/06/2010 8:50,CSL2055,PC-5886,Logoff
{Y7B0-T6WA69XZ-2286AHKA},01/06/2010 8:51,CLR2407,PC-2704,Logon
{P5H6-Z9CM03OG-7882SGBI},01/06/2010 8:51,DAM3691,PC-7001,Logon
{C2W6-B9JA51FQ-8891AFXE},01/06/2010 8:51,DRB0756,PC-9069,Logon
{X1W9-Y4DS26UJ-7383ZXIB},01/06/2010 8:51,EJL1075,PC-0520,Logon
{J2A2-D9LM31PF-3146GFPR},01/06/2010 8:51,HCS2401,PC-3353,Logon
{X2Y6-A3BS55PD-7549SDVO},01/06/2010 8:51,JHK1849,PC-3114,Logon
{W9Y7-Z5EI82MV-8990OHUA},01/06/2010 8:51,JRB0025,PC-1612,Logon
{R2U6-M9LU50PD-6913XXWT},01/06/2010 8:51,KRC2935,PC-6985,Logon
{Z6T6-R4SO75CT-0521JWFE},01/06/2010 8:51,OED3393,PC-8007,Logon
{Y8Z8-O1CY52XB-8994DJNJ},01/06/2010 8:51,TCM2403,PC-2105,Logon
{K4O2-D5HY63SL-9826POWP},01/06/2010 8:51,TZM0851,PC-6094,Logon
{P6U8-A3UL64AZ-6211RMII},01/06/2010 8:51,ZNG3404,PC-1342,Logon
{S9M8-B8IJ05FA-6273LJUW},01/06/2010 8:51,HKK2716,PC-9572,Logoff
{K7U4-I7JN03PX-8182PBDC},01/06/2010 8:52,BMH1069,PC-5253,Logon
{I6P6-Z0OI43WB-0006HCVE},01/06/2010 8:52,BRR2899,PC-9473,Logon
{Y3X4-F0QN23JF-7129NFWG},01/06/2010 8:52,CAR2900,PC-4007,Logon
{G7V6-K6SO63EH-3314CIBP},01/06/2010 8:52,CBD0802,PC-4283,Logon
{Z8R3-Z8ON75BD-3080SHFG},01/06/2010 8:52,CGG3388,PC-5178,Logon
{H7L8-N5AP91IP-2394ZCCP},01/06/2010 8:52,DDF2937,PC-1397,Logon
{N9J6-L7XA35HZ-1906RSMM},01/06/2010 8:52,EDJ1970,PC-1301,Logon
{C6U0-Z3DL20TY-8602RKCR},01/06/2010 8:52,JDH1027,PC-3447,Logon
{G3Q1-P4BW85RT-3611QRUS},01/06/2010 8:52,JZE2902,PC-8858,Logon
{L5A2-E3OV98HJ-8659MHYK},01/06/2010 8:52,OGD0015,PC-3161,Logon
{D8D9-Y7LZ95PG-3029MKEF},01/06/2010 8:52,RCB0302,PC-5247,Logon
{I2U6-F2CZ12PB-5706MBVR},01/06/2010 8:52,BDJ3001,PC-0872,Logon
{R2P7-E1II84LJ-9913TTEE},01/06/2010 8:53,CKG1972,PC-7912,Logon
{B5F1-L5WH44WC-0998NKPN},01/06/2010 8:53,CPC0724,PC-8032,Logon
{Z8M4-O1RB62XD-0768IMWI},01/06/2010 8:53,GJB0850,PC-7612,Logon
{Y7F2-G3QR76PQ-6895YZMA},01/06/2010 8:53,LLG2958,PC-0705,Logon
{L6F0-E4VX64IW-3258VQIX},01/06/2010 8:53,LRG3408,PC-2883,Logon
{E3Z0-U7ZR97YH-3690DHPN},01/06/2010 8:53,MMS0241,PC-2800,Logon
{J0Y0-U7HH50US-8839AXJO},01/06/2010 8:53,PDC1453,PC-5411,Logon
{S5K6-N1BV60DV-0764QWRB},01/06/2010 8:53,WHH2938,PC-3826,Logon
{U5C7-Z7CY21QK-7723QMEL},01/06/2010 8:53,QWL3474,PC-0696,Logoff
{T3S1-K0PD02ON-1668AESA},01/06/2010 8:54,BRM0843,PC-0739,Logon
{N5E1-H7PC53NY-2910NXGQ},01/06/2010 8:54,DJF0760,PC-2231,Logon
{O1E5-K7BG34BR-0122UPLG},01/06/2010 8:54,HGH0727,PC-2482,Logon
{H4I0-E0DE54VT-9086NFMN},01/06/2010 8:54,MMC1084,PC-8112,Logon
{Q9E7-O6XI46KK-9699AKZX},01/06/2010 8:54,QIS2940,PC-7622,Logon
{B4W5-F2RI29EW-4753MNPC},01/06/2010 8:54,BNW3985,PC-0843,Logon
{B3P2-H2PG91MG-3557PKUP},01/06/2010 8:54,BWC2534,PC-3469,Logoff
{H6H9-U3UH00PE-9606MEQK},01/06/2010 8:54,HBB1759,PC-1894,Logoff
{C9O9-F4EM95IO-7542TCBH},01/06/2010 8:55,AME0732,PC-5322,Logon
{U7D9-T3FP39SZ-7939CLHU},01/06/2010 8:55,CHB3396,PC-3429,Logon
{G8E9-A0FU11BY-1887RQLW},01/06/2010 8:55,HMP3391,PC-2584,Logon
{E6F7-V6XR74KZ-6237BSSU},01/06/2010 8:55,LXC0839,PC-5703,Logon
{O5P8-J6FW93PD-2943VNVJ},01/06/2010 8:55,MAC2962,PC-8300,Logon
{F6X6-B1SN35JO-0080DHJJ},01/06/2010 8:55,MME3399,PC-0633,Logon
{I2Q9-P0TQ91UB-1376XIBG},01/06/2010 8:55,RFB2959,PC-7820,Logon
{M9U6-J7FC36XL-0643TYTW},01/06/2010 8:55,RTD0762,PC-6233,Logon
{O3B2-P9KU33QP-7828LYZY},01/06/2010 8:55,THB0987,PC-9370,Logon
{N3K6-I9TY79WM-7319SGXE},01/06/2010 8:55,GBC0907,PC-1894,Logon
{A2O7-V6LF05FU-2312XXMT},01/06/2010 8:55,MDO0606,PC-1217,Logon
{K8A4-Y4LR36CI-4018WZRC},01/06/2010 8:55,WRM0515,PC-2513,Logoff
{K3I4-A9ZM17FK-4002MBGE},01/06/2010 8:56,COK3383,PC-7707,Logon
{K7M4-I0UR51YO-4302YELH},01/06/2010 8:56,GDB2960,PC-6129,Logon
{P3X5-F2HS10NS-5405BTDO},01/06/2010 8:56,JCH2963,PC-2065,Logon
{P5C9-O2EW30IY-5739UEET},01/06/2010 8:56,JPJ0227,PC-7516,Logon
{V2V3-W1NU86WK-9446VGCW},01/06/2010 8:56,KJD3392,PC-4021,Logon
{B5X2-F8VQ51BW-4923RAVP},01/06/2010 8:56,MFD2890,PC-0665,Logon
{M9S9-R5FC10MC-0957HAYC},01/06/2010 8:56,NDR1456,PC-6176,Logon
{Q2M2-J2RP13LB-4509HXQQ},01/06/2010 8:56,RSA2941,PC-7980,Logon
{Y3I4-V2QX67DD-5415FYHD},01/06/2010 8:56,SJS0323,PC-7485,Logon
{V1T1-X4MI06ZE-2064SHOD},01/06/2010 8:56,BAG2641,PC-1054,Logon
{T1P4-F5ML10EF-8161PSPJ},01/06/2010 8:57,AEB1458,PC-1633,Logon
{F1Y6-O9YW41XZ-0608CYGJ},01/06/2010 8:57,KAP0844,PC-5110,Logon
{U4Z9-I0UE57GF-0805ZNQL},01/06/2010 8:57,MDS0759,PC-3696,Logon
{V8O0-I0VO90RI-8810TYBB},01/06/2010 8:57,NRN2936,PC-2328,Logon
{U8Q5-K6RA70RE-7992KUPF},01/06/2010 8:58,AOM1457,PC-0618,Logon
{N9P7-Z4NL30RQ-8014TGPX},01/06/2010 8:58,CWB1463,PC-2760,Logon
{N7F2-D0UL35VM-1732QFEH},01/06/2010 8:58,DKR0027,PC-4116,Logon
{N5J0-R5CF73AZ-6916UQRW},01/06/2010 8:58,GJM0838,PC-0679,Logon
{X2L5-Q3TA03VM-5032FSSN},01/06/2010 8:58,IDH2939,PC-4319,Logon
{J9G5-N8EE34ZG-3541PVEB},01/06/2010 8:58,HDN1139,PC-1661,Logon
{T3O6-J0HD12SW-4802UKIG},01/06/2010 8:58,BUS1727,PC-5829,Logoff
{C4L6-Z8ZY04TJ-4559FSPS},01/06/2010 8:59,ABM3687,PC-6740,Logon
{O7A7-F1GS33TS-2169FAWV},01/06/2010 8:59,BBP1093,PC-5449,Logon
{Q3B5-V5PZ39WN-4511ELKO},01/06/2010 8:59,FKH0804,PC-8912,Logon
{A8H4-D5UO65XS-1318NTYD},01/06/2010 8:59,GMK1449,PC-3822,Logon
{I9Y3-H1CD73VD-3936NJCV},01/06/2010 8:59,GTL3389,PC-3144,Logon
{Y4Y1-G3CY85PX-1946SNPL},01/06/2010 8:59,HDT0242,PC-1513,Logon
{I6W7-R2HB18MH-4518OUUN},01/06/2010 8:59,TND0324,PC-7111,Logon
{Y2I2-U8FT45HD-4202WQZJ},01/06/2010 8:59,RBP1171,PC-2031,Logoff
{C9S4-T1CU22EZ-8138BHWE},01/06/2010 8:59,QYG1180,PC-6527,Logon
{J3Q5-L4BK25LJ-7124DVCX},01/06/2010 9:00,AAG1447,PC-4580,Logon
{H3O8-Y3CF32JZ-9007NNPN},01/06/2010 9:00,ALP2955,PC-9363,Logon
{J2I0-G6YW73BL-5159WJKP},01/06/2010 9:00,BKM3410,PC-1469,Logon
{G6V6-E8LU35GN-8668DNJF},01/06/2010 9:00,CMM0764,PC-9724,Logon
{K2T2-I3ZH75LN-6025FCUP},01/06/2010 9:00,CMP2946,PC-9447,Logon
{N5X8-U1YK28FJ-9130VVJZ},01/06/2010 9:00,DSB2463,PC-3313,Logon
{O9C2-Z1FY65CM-1939HPWD},01/06/2010 9:00,FGK1026,PC-9646,Logon
{I5N5-S2HZ34GZ-5516FWML},01/06/2010 9:00,IAB3386,PC-3077,Logon
{C2X2-O2MI96SJ-2158ACRB},01/06/2010 9:00,MJR0244,PC-0334,Logon
{B6A8-Q5DX85IS-7906BLVC},01/06/2010 9:00,MVS1908,PC-5518,Logon
{G3F1-U9XD20FB-0900WZUB},01/06/2010 9:00,RJS0846,PC-2286,Logon
{L9V6-V5KT05TX-4621RHKB},01/06/2010 9:00,RTM0849,PC-9625,Logon
{J1I2-H8IU62VQ-0000RVTO},01/06/2010 9:00,SZG0325,PC-0264,Logon
{E6D9-E5KS70UF-7276BDGY},01/06/2010 9:00,TAP1086,PC-8201,Logon
{P0Z7-K9OH39RQ-2484YXVJ},01/06/2010 9:00,TWM0837,PC-7181,Logon
{Q0S9-Z2OB32DN-1349BPIF},01/06/2010 9:00,YMB2953,PC-7269,Logon
{W2K8-X7QI17YK-3350VUZB},01/06/2010 9:00,MJG2304,PC-2056,Logoff
{W8T2-Q8HU66SD-0042LAYR},01/06/2010 9:01,ACL2943,PC-0412,Logon
{X7D0-W5EI71XJ-6619MJLA},01/06/2010 9:01,ADV2467,PC-1695,Logon
{M9L8-R1RD51SO-0102FMMH},01/06/2010 9:01,BBT0062,PC-3304,Logon
{N8T1-T5LJ90FO-8714TQGH},01/06/2010 9:01,KCO0269,PC-2236,Logon
{F4F8-R0MY62DU-1052ZVEN},01/06/2010 9:01,KDA1452,PC-6368,Logon
{Q5K1-I5QP71ZM-2903UZVH},01/06/2010 9:01,NCV0758,PC-7825,Logon
{W4S5-Q6LR92NB-3264JHAS},01/06/2010 9:01,PNH1444,PC-6885,Logon
{P7U0-J4PL21AZ-0701XOWS},01/06/2010 9:01,TNR0319,PC-2130,Logon
{M4T4-O6GN01DR-0180GQFU},01/06/2010 9:01,IDF0189,PC-8412,Logoff
{B2W1-K0NG00CN-6959YZCS},01/06/2010 9:02,BDW1459,PC-4368,Logon
{Y6X0-H4VI63DX-3404JLDL},01/06/2010 9:02,CCG1025,PC-5803,Logon
{L7O8-S8LP86RT-7082ZLNO},01/06/2010 9:02,CDB2947,PC-9952,Logon
{M4L3-W4OQ43JV-6396ZZKM},01/06/2010 9:02,HSF1454,PC-7091,Logon
{E9T0-R3TF30UT-2902BZTW},01/06/2010 9:02,HZH0297,PC-9939,Logon
{H1X4-R9PD19CP-8168QETH},01/06/2010 9:02,KEM2934,PC-4329,Logon
{H1D9-L7EB33NX-8508HNQI},01/06/2010 9:02,LTF3385,PC-0789,Logon
{R1Z7-V3GV70XO-1357AYMI},01/06/2010 9:02,MNR1903,PC-8398,Logon
{P5A1-L9UD34QU-0456OIUY},01/06/2010 9:02,NJO1460,PC-6933,Logon
{F3G9-Y0TL10FE-2926CPJQ},01/06/2010 9:02,QJO1715,PC-3040,Logon
{H1Y0-C8KV87HV-8652IRAS},01/06/2010 9:02,RLS0761,PC-2516,Logon
{C2K9-U8ES15OF-0949EMHG},01/06/2010 9:02,RPW0026,PC-1710,Logon
{T7H4-Q5RJ93OO-5425YZWV},01/06/2010 9:02,MJK0037,PC-2664,Logoff
{Q9V4-X8AE98EN-6937MDOT},01/06/2010 9:02,CSP2186,PC-6033,Logoff
{Z3S5-H8MF12OL-8271RTZP},01/06/2010 9:03,AGM0133,PC-4902,Logon
{W8I1-H8IO79QK-1821RYJF},01/06/2010 9:03,HCM2945,PC-4852,Logon
{F2H8-M2SQ36JZ-6404CNSE},01/06/2010 9:03,HNM3405,PC-7978,Logon
{U3K1-R5KT84GL-1691NYRH},01/06/2010 9:03,KRH1028,PC-9541,Logon
{W0S4-R6NO43EO-6689NPBQ},01/06/2010 9:03,MLJ1461,PC-7595,Logon
{T0N9-N7QV92NG-6345TWTI},01/06/2010 9:03,OJG3395,PC-7951,Logon
{Z6V9-K4JH67HG-1803ZTBB},01/06/2010 9:03,VKM2949,PC-4946,Logon
{C5R0-L7CH30FE-0627ODEQ},01/06/2010 9:03,YRW0842,PC-8606,Logon
{O9H2-M2WS13NS-9616TXQW},01/06/2010 9:03,JOA0305,PC-3772,Logoff
{M4Y7-H4XK46OK-1863ZLLX},01/06/2010 9:04,BDA1906,PC-4120,Logon
{J0L1-J4SF59XD-0371FRCX},01/06/2010 9:04,CJM2961,PC-8760,Logon
{J5N2-K3NK00RP-9649WFWV},01/06/2010 9:04,DAM2954,PC-8151,Logon
{Y5R3-V9NW92YO-1363HYTE},01/06/2010 9:04,GEH3406,PC-9897,Logon
{J8P0-G2FZ30TZ-7936ZFXJ},01/06/2010 9:04,GSS0841,PC-7369,Logon
{Z2O2-B7OL45DL-4312HUQU},01/06/2010 9:04,GWC0137,PC-7924,Logon
{K4E3-B1YQ34LI-9661UIUN},01/06/2010 9:04,HQF1912,PC-4388,Logon
{S2Z0-P4DT83BE-8877OUTH},01/06/2010 9:04,JAS1907,PC-6735,Logon
{Y6C9-J8FX02DD-8385AUQU},01/06/2010 9:04,NBD2469,PC-2400,Logon
{G7G4-R4CJ89YR-2213NPVY},01/06/2010 9:04,NKV1451,PC-9683,Logon
{L0V3-A8BB97PR-0406TSST},01/06/2010 9:04,RAA1455,PC-7117,Logon
{T3R0-C8LV50ZN-8102YYWG},01/06/2010 9:04,TSD2948,PC-0018,Logon
{U0N5-I9MB38XT-2379BCBB},01/06/2010 9:04,WYC3397,PC-8225,Logon
{K2H6-E3XG57EG-3468MKAT},01/06/2010 9:04,UDB1170,PC-7823,Logoff
{X1V1-L6LY23JH-9724RKHU},01/06/2010 9:05,CJY2951,PC-7763,Logon
{N2B9-U2KX81KT-1861XZWK},01/06/2010 9:05,HOE0301,PC-7563,Logon
{X4G9-Q2XO57PI-5523VVGH},01/06/2010 9:05,KAH2460,PC-2993,Logon
{S2A1-F4JU21AI-7958DDNZ},01/06/2010 9:05,SCM3407,PC-6577,Logon
{S3S6-A8ZV38AA-6417FMEH},01/06/2010 9:05,TTB0471,PC-0816,Logon
{M0C8-W2QI66XN-8589RTPG},01/06/2010 9:05,BDJ3001,PC-0872,Logoff
{H0W7-U1XF23YX-7807GGUX},01/06/2010 9:06,BHS1917,PC-9362,Logon
{Y0J3-Q8WR58XT-3722JAPM},01/06/2010 9:06,FHA3387,PC-7770,Logon
{D8A3-H0GB85RW-9738HDHL},01/06/2010 9:06,VRB3401,PC-3927,Logon
{L7S3-X4EK22FL-2718SANJ},01/06/2010 9:06,ANO2653,PC-6335,Logon
{K1B2-L9LG51UR-9774IQMB},01/06/2010 9:06,MDO0606,PC-1217,Logoff
{U2W4-T4NR70KH-8500WTMI},01/06/2010 9:06,YCL0650,PC-3960,Logon
{U5S3-K5NX79ON-6557SLEG},01/06/2010 9:06,BRW3552,PC-0219,Logoff
{F0G6-V3BE92MR-5660VEMH},01/06/2010 9:07,AUI2464,PC-5170,Logon
{B6I0-H2EF14ZN-5776IXVG},01/06/2010 9:07,GJM0065,PC-3526,Logon
{H3E0-O8HT02UF-4580QJIY},01/06/2010 9:07,HMB0805,PC-0242,Logon
{B0H0-K4KG47IC-8347CAML},01/06/2010 9:07,LNV0271,PC-2075,Logon
{T3D6-D3CN10ZL-0405VTXE},01/06/2010 9:07,LPE0270,PC-5186,Logon
{S4H4-M8ZX26QC-5815VPUS},01/06/2010 9:07,NGB0066,PC-0086,Logon
{F2N6-I5HM24PH-0842NAWR},01/06/2010 9:07,SKA0757,PC-3538,Logon
{I9S6-P2MV97XN-1612UVJS},01/06/2010 9:07,VDH0766,PC-0533,Logon
{S2H8-H7IG47IR-2838KWYR},01/06/2010 9:07,ANO2653,PC-6335,Logoff
{H6B5-L1GP48YP-0053ZZSB},01/06/2010 9:08,DBG0477,PC-2117,Logon
{X6L6-H3QV51SN-2419QMDP},01/06/2010 9:08,DLP1445,PC-9200,Logon
{L2M8-F2LF31FQ-3517QIJA},01/06/2010 9:08,BBH3587,PC-3437,Logon
{J1J8-U3CB78LA-8505FLHE},01/06/2010 9:08,TZY3133,PC-9358,Logon
{P4T5-R3GM50GG-1215CXHO},01/06/2010 9:09,CAM2468,PC-3148,Logon
{A9J9-E0RA50FC-7345MDRB},01/06/2010 9:09,FDH0299,PC-5733,Logon
{T6J3-M1UA20EP-1828GRWX},01/06/2010 9:09,JJL1448,PC-7664,Logon
{G8W5-Y1SD73VG-0074FQMK},01/06/2010 9:09,NJS2473,PC-8305,Logon
{B9O7-F9GF93BM-7444EJAX},01/06/2010 9:09,CDM0538,PC-7330,Logon
{Y7K8-U1TL97LR-3757IHHR},01/06/2010 9:10,JBC1916,PC-4886,Logon
{K0P7-E0WA44TB-5963KNUS},01/06/2010 9:10,KCR0468,PC-2335,Logon
{Z3H8-Q4QC47RH-4600SLNP},01/06/2010 9:10,LEM1913,PC-5051,Logon
{R9I4-G5YD97ET-6087HKOI},01/06/2010 9:10,AMJ2374,PC-7610,Logon
{D8Q7-U2TP26ZH-3396ERRM},01/06/2010 9:11,BBH3587,PC-3437,Logoff
{G8M5-N5OI16SB-7010MVUI},01/06/2010 9:11,EHD0024,PC-1560,Logon
{W5F1-M3EM47HN-9343DGEE},01/06/2010 9:11,EIH0064,PC-6238,Logon
{M9P0-M3ON23IH-9221KOKE},01/06/2010 9:11,KTC0474,PC-4480,Logon
{X1R0-U7KF33JO-4572EOPC},01/06/2010 9:11,SCC0067,PC-3490,Logon
{B6O1-K9EZ48UG-7835CFNL},01/06/2010 9:12,GPL1911,PC-6226,Logon
{L3M8-Q2WM99OY-4642KSDI},01/06/2010 9:12,TKP0210,PC-2725,Logon
{Z1I6-U3OI75XE-3306CGRB},01/06/2010 9:12,AFP2709,PC-3154,Logon
{U7P8-I1MW28DD-0808QYDD},01/06/2010 9:13,MOB1914,PC-0941,Logon
{K5T1-Y0OY30LU-2407URDI},01/06/2010 9:13,ACB3123,PC-2387,Logon
{I7E2-V5HH08PF-2822NAXM},01/06/2010 9:13,QYG1180,PC-6527,Logoff
{C0M9-F7FC77NO-6354QSVO},01/06/2010 9:14,AGS0063,PC-4345,Logon
{E1F0-G9QQ47VB-9792MFUN},01/06/2010 9:14,CAG0888,PC-1638,Logon
{L7V3-P6UH81CR-3900TYDH},01/06/2010 9:14,LKS1416,PC-2934,Logon
{F3T3-W5OX70ZR-2053PYBJ},01/06/2010 9:14,BNW3985,PC-0843,Logoff
{G1C7-E9QD22SW-9744RQZY},01/06/2010 9:14,HDN2609,PC-2664,Logon
{E8Z4-C7DC43XS-1001LCYC},01/06/2010 9:15,BQW1904,PC-9561,Logon
{K0W8-T0HY56ZB-6092YYYH},01/06/2010 9:15,DAD2620,PC-3265,Logon
{U2B9-G2SD82OA-6580COVM},01/06/2010 9:15,JSN1905,PC-0566,Logon
{O9Q5-P3GD92GR-4274DNDY},01/06/2010 9:15,PEC0475,PC-9266,Logon
{U0T1-S7RQ75RW-3111VSUV},01/06/2010 9:15,SRS0129,PC-7008,Logon
{C3G0-T6RS80YD-4890EMNU},01/06/2010 9:15,VRJ0636,PC-6934,Logon
{N1B4-V6ES70GN-3188QRNI},01/06/2010 9:15,CNH3475,PC-3668,Logon
{R4G7-U7XU98GT-9930VWSS},01/06/2010 9:16,BDH0472,PC-7954,Logon
{S5U1-D5ZC70PD-1896YIAA},01/06/2010 9:16,BVC0009,PC-7232,Logon
{D6C1-W3YV55XO-1303VBXS},01/06/2010 9:16,CRP1915,PC-9070,Logon
{K3R9-J0GK71KV-3315BCIG},01/06/2010 9:16,CSG0135,PC-8585,Logon
{A1B0-J8XY28TY-4018BJZD},01/06/2010 9:16,HNG1909,PC-6798,Logon
{H9V1-E4CG47PD-9999KQWT},01/06/2010 9:16,KKD1980,PC-5511,Logon
{K5H9-F2GM15US-1907DIZB},01/06/2010 9:16,LJH2619,PC-4684,Logon
{G1B4-L7OU41VO-9283TADV},01/06/2010 9:16,MJD0469,PC-0048,Logon
{D5B6-G4KG02YE-9976DSDT},01/06/2010 9:16,MST2486,PC-3607,Logon
{I7V5-B3LZ93PJ-7289UPBB},01/06/2010 9:16,PHB0124,PC-4350,Logoff
{F1M0-W9YZ46QM-3403BXDA},01/06/2010 9:16,KJS0119,PC-6115,Logoff
{T2W4-M7CS65FB-4211YVKH},01/06/2010 9:17,ERF2472,PC-7163,Logon
{H9D9-C3TR02WS-9996OMZN},01/06/2010 9:17,KSF0134,PC-4109,Logon
{U1N8-I4CC79AW-6982AFCG},01/06/2010 9:17,PKB2483,PC-0026,Logon
{M4U9-V7GW39RV-6488ZGTB},01/06/2010 9:17,VZG2484,PC-0674,Logon
{A0T2-I3VN36OT-6318XVIG},01/06/2010 9:18,HHW2471,PC-5258,Logon
{W0C9-L4PO75VG-3474RGCT},01/06/2010 9:18,JCG1982,PC-3260,Logon
