date,user,pc,file_tree,activity
01/12/2010 13:33,ACB0701,PC-9770,R:\;R:\ACB0701,Connect
01/12/2010 13:33,RDA3381,PC-2003,R:\;R:\91cVd51;R:\RDA3381,Connect
01/12/2010 13:34,BJV2631,PC-8293,,Disconnect
01/12/2010 13:34,DGG3429,PC-4184,R:\;R:\397Vv79;R:\43dn1g2;R:\DGG3429,Connect
01/12/2010 13:34,RWS3699,PC-9819,R:\;R:\325QX59;R:\764wy59;R:\RWS3699,Connect
01/12/2010 13:34,MTP2675,PC-5798,R:\;R:\MTP2675,Connect
01/12/2010 13:35,TGP1343,PC-6751,R:\;R:\21JD983;R:\38q7Mn4;R:\TGP1343,Connect
01/12/2010 13:35,BBA1230,PC-0598,R:\;R:\21ssBq0;R:\39cZ683;R:\BBA1230,Connect
01/12/2010 13:35,MIC2325,PC-7190,,Disconnect
01/12/2010 13:35,HJD3439,PC-7083,,Disconnect
01/12/2010 13:35,OJT3599,PC-9436,R:\;R:\OJT3599,Connect
01/12/2010 13:35,OKG1889,PC-6310,R:\;R:\117kWw8;R:\636Lsg8;R:\652TN49;R:\94FJG51;R:\OKG1889,Connect
01/12/2010 13:35,BNS3233,PC-2971,,Disconnect
01/12/2010 13:35,BCC2536,PC-0256,R:\;R:\54w31s6;R:\82LL683;R:\83n6Z85;R:\BCC2536,Connect
01/12/2010 13:35,DOM0586,PC-9943,,Disconnect
01/12/2010 13:35,GFK3498,PC-0027,,Disconnect
01/12/2010 13:35,YKW3832,PC-2158,,Disconnect
01/12/2010 13:35,BRD3314,PC-8310,R:\;R:\34J9gy4;R:\BRD3314,Connect
01/12/2010 13:35,GRY1398,PC-3048,,Disconnect
01/12/2010 13:35,CSB3932,PC-5245,,Disconnect
01/12/2010 13:35,JCB2089,PC-4255,R:\;R:\195tMt8;R:\37ryJQ0;R:\387kW59;R:\71wg6t2;R:\JCB2089,Connect
01/12/2010 13:35,SJC3900,PC-9962,,Disconnect
01/12/2010 13:36,CEC1352,PC-7905,,Disconnect
01/12/2010 13:36,DOM0586,PC-9943,R:\;R:\29B1f45;R:\35s19T6;R:\68gqjl0;R:\825YTp8;R:\DOM0586,Connect
01/12/2010 13:36,JDM1042,PC-1105,R:\;R:\84xF4F2;R:\JDM1042,Connect
01/12/2010 13:36,QKO2718,PC-7030,,Disconnect
01/12/2010 13:36,DAM0096,PC-7806,,Disconnect
01/12/2010 13:36,RWS3699,PC-9819,,Disconnect
01/12/2010 13:36,JCB2089,PC-4255,,Disconnect
01/12/2010 13:36,GNC2237,PC-6077,,Disconnect
01/12/2010 13:36,IMR3660,PC-6999,R:\;R:\13g17L6;R:\24v56v6;R:\34qK723;R:\42rlkb0;R:\IMR3660,Connect
01/12/2010 13:36,JHK3122,PC-4288,,Disconnect
01/12/2010 13:37,BJE0351,PC-0037,R:\;R:\65s7l65;R:\66yTr31;R:\BJE0351,Connect
01/12/2010 13:37,CCN2726,PC-6879,,Disconnect
01/12/2010 13:37,CLR2407,PC-2704,,Disconnect
01/12/2010 13:37,WJM3209,PC-2341,R:\;R:\564QM99;R:\WJM3209,Connect
01/12/2010 13:37,MPS2849,PC-3655,,Disconnect
01/12/2010 13:37,HAG3196,PC-5594,,Disconnect
01/12/2010 13:37,BKB0853,PC-3208,,Disconnect
01/12/2010 13:37,OKG1889,PC-6310,,Disconnect
01/12/2010 13:37,DOM0586,PC-9943,,Disconnect
01/12/2010 13:38,DOM0586,PC-9943,R:\;R:\29B1f45;R:\35s19T6;R:\68gqjl0;R:\825YTp8;R:\DOM0586,Connect
01/12/2010 13:38,MTP2675,PC-5798,,Disconnect
01/12/2010 13:38,GFK3498,PC-0027,R:\;R:\15BL723;R:\23r8Mp4;R:\283jJ79;R:\793vHX8;R:\GFK3498,Connect
01/12/2010 13:38,JSM3931,PC-8211,,Disconnect
01/12/2010 13:38,Mar-86,PC-5153,,Disconnect
01/12/2010 13:38,RWS3699,PC-9819,R:\;R:\325QX59;R:\764wy59;R:\RWS3699,Connect
01/12/2010 13:38,FYP1187,PC-8933,R:\;R:\14C2787;R:\14DNW61;R:\15jPC61;R:\415RWs8;R:\FYP1187,Connect
01/12/2010 13:38,RWS3699,PC-9819,,Disconnect
01/12/2010 13:39,FYP1187,PC-8933,,Disconnect
01/12/2010 13:39,HJD3439,PC-7083,R:\;R:\HJD3439,Connect
01/12/2010 13:39,HGH0727,PC-2482,R:\;R:\16QxYq0;R:\47q3837;R:\54y3717;R:\63Gv4j2;R:\HGH0727,Connect
01/12/2010 13:39,CID3640,PC-5401,,Disconnect
01/12/2010 13:39,AIP1614,PC-4251,R:\;R:\64T8Gv4;R:\AIP1614,Connect
01/12/2010 13:39,MBG3183,PC-3906,,Disconnect
01/12/2010 13:39,PGF3491,PC-4277,R:\;R:\63gnk81;R:\79l4xX4;R:\829PV59;R:\97kD483;R:\PGF3491,Connect
01/12/2010 13:39,JJH2332,PC-1614,,Disconnect
01/12/2010 13:39,AFB3228,PC-1951,R:\;R:\54Pv4Q2;R:\824Chb8;R:\AFB3228,Connect
01/12/2010 13:39,AOC0982,PC-0721,R:\;R:\28hX7Y2;R:\388Yd99;R:\49tnlB0;R:\634Mch8;R:\AOC0982,Connect
01/12/2010 13:39,AFP2709,PC-3154,R:\;R:\787PQ59;R:\AFP2709,Connect
01/12/2010 13:40,DHG1830,PC-6845,R:\;R:\12sFs11;R:\74VjZn0;R:\79CN523;R:\881kkh8;R:\DHG1830,Connect
01/12/2010 13:40,HJD3439,PC-7083,,Disconnect
01/12/2010 13:40,RLP3268,PC-9926,,Disconnect
01/12/2010 13:40,ROR3483,PC-4365,,Disconnect
01/12/2010 13:40,DOM0586,PC-9943,,Disconnect
01/12/2010 13:40,DMW2128,PC-7157,R:\;R:\599lHF8;R:\77bT5X2;R:\DMW2128,Connect
01/12/2010 13:40,CMH2342,PC-1086,R:\;R:\61SQ7C2;R:\CMH2342,Connect
01/12/2010 13:40,DOM0586,PC-9943,R:\;R:\29B1f45;R:\35s19T6;R:\68gqjl0;R:\825YTp8;R:\DOM0586,Connect
01/12/2010 13:40,WMR2723,PC-5580,,Disconnect
01/12/2010 13:40,FYP1187,PC-8933,R:\;R:\14C2787;R:\14DNW61;R:\15jPC61;R:\415RWs8;R:\FYP1187,Connect
01/12/2010 13:41,HGH0727,PC-2482,,Disconnect
01/12/2010 13:41,VKM2949,PC-4946,,Disconnect
01/12/2010 13:41,NGP0549,PC-3662,,Disconnect
01/12/2010 13:41,CKP3600,PC-3088,,Disconnect
01/12/2010 13:41,DOM0586,PC-9943,,Disconnect
01/12/2010 13:41,TVS0520,PC-3367,,Disconnect
01/12/2010 13:41,PHB0124,PC-8424,R:\;R:\PHB0124,Connect
01/12/2010 13:42,AIP1614,PC-4251,,Disconnect
01/12/2010 13:42,DOM0586,PC-9943,R:\;R:\29B1f45;R:\35s19T6;R:\68gqjl0;R:\825YTp8;R:\DOM0586,Connect
01/12/2010 13:42,IKT0917,PC-9893,,Disconnect
01/12/2010 13:42,DOM0586,PC-9943,,Disconnect
01/12/2010 13:42,BHD2088,PC-4304,R:\;R:\BHD2088,Connect
01/12/2010 13:42,DHG1830,PC-6845,,Disconnect
01/12/2010 13:42,RWS3699,PC-9819,R:\;R:\325QX59;R:\764wy59;R:\RWS3699,Connect
01/12/2010 13:42,EEC3193,PC-2162,,Disconnect
01/12/2010 13:42,GSA3815,PC-1992,R:\;R:\31Hxn51;R:\35B1B75;R:\GSA3815,Connect
01/12/2010 13:42,RPH2326,PC-8723,R:\;R:\15gZ443;R:\22mB7k2;R:\38v62m6;R:\RPH2326,Connect
01/12/2010 13:42,FRB3653,PC-9256,,Disconnect
01/12/2010 13:42,CJS1986,PC-0075,,Disconnect
01/12/2010 13:42,RWS3699,PC-9819,,Disconnect
01/12/2010 13:42,APP2488,PC-1629,R:\;R:\185PBY8;R:\APP2488,Connect
01/12/2010 13:43,VEW0278,PC-8644,,Disconnect
01/12/2010 13:43,NCR2854,PC-8271,,Disconnect
01/12/2010 13:43,OAW3013,PC-4864,,Disconnect
01/12/2010 13:43,CBA1023,PC-1570,R:\;R:\42gY283;R:\48rr4y2;R:\59ntt61;R:\76xCQG0;R:\CBA1023,Connect
01/12/2010 13:43,DHG0533,PC-3728,R:\;R:\DHG0533,Connect
01/12/2010 13:43,FYP1187,PC-8933,,Disconnect
01/12/2010 13:43,HGD1664,PC-0180,R:\;R:\22S3Yc4;R:\HGD1664,Connect
01/12/2010 13:43,ATH0225,PC-7844,,Disconnect
01/12/2010 13:43,MKM0647,PC-5592,R:\;R:\35r2687;R:\51D4FN4;R:\MKM0647,Connect
01/12/2010 13:43,PGF3491,PC-4277,,Disconnect
01/12/2010 13:43,RPH2326,PC-8723,,Disconnect
01/12/2010 13:43,AWM2286,PC-9806,R:\;R:\AWM2286,Connect
01/12/2010 13:43,AKB2312,PC-0937,,Disconnect
01/12/2010 13:44,YDM1720,PC-1224,R:\;R:\11r6867;R:\32ZJ6Y2;R:\37PMM31;R:\62rWRp0;R:\YDM1720,Connect
01/12/2010 13:44,BAO2928,PC-7678,R:\;R:\168Hh99;R:\35rs5N2;R:\991DQW8;R:\BAO2928,Connect
01/12/2010 13:44,NJS2498,PC-3448,R:\;R:\617ZxB8;R:\NJS2498,Connect
01/12/2010 13:44,VCV2521,PC-2244,R:\;R:\95gCS61;R:\VCV2521,Connect
01/12/2010 13:44,ADG1737,PC-1196,,Disconnect
01/12/2010 13:44,HNB2571,PC-4445,R:\;R:\43nCF41;R:\75X1257;R:\82FM4L2;R:\82X1w85;R:\HNB2571,Connect
01/12/2010 13:44,JKS2444,PC-6961,R:\;R:\JKS2444,Connect
01/12/2010 13:44,KBP0384,PC-9322,R:\;R:\343bzG8;R:\45Z5MN4;R:\85DK463;R:\99cxXj0;R:\KBP0384,Connect
01/12/2010 13:45,XPW2833,PC-4706,R:\;R:\11Vl663;R:\XPW2833,Connect
01/12/2010 13:45,EJH2799,PC-6034,R:\;R:\EJH2799,Connect
01/12/2010 13:45,CTH0737,PC-7446,,Disconnect
01/12/2010 13:45,RDA3381,PC-2003,,Disconnect
01/12/2010 13:45,JCP1462,PC-7135,R:\;R:\45CS6d2;R:\79Z31t6;R:\JCP1462,Connect
01/12/2010 13:45,RSG0687,PC-8994,,Disconnect
01/12/2010 13:46,QFP3467,PC-8089,R:\;R:\79z7267;R:\QFP3467,Connect
01/12/2010 13:46,JSM3931,PC-8211,R:\;R:\11TR193;R:\19SYJ61;R:\493td99;R:\JSM3931,Connect
01/12/2010 13:46,ENM2269,PC-0213,R:\;R:\11Qk1f2;R:\74l52g6;R:\919gG59;R:\ENM2269,Connect
01/12/2010 13:46,RCS2064,PC-3218,R:\;R:\11N58q6;R:\89K8Zh4;R:\RCS2064,Connect
01/12/2010 13:46,LPC2011,PC-0281,R:\;R:\12WLJ41;R:\26FFTs0;R:\62TtB81;R:\LPC2011,Connect
01/12/2010 13:46,FAL1867,PC-3068,R:\;R:\27J5877;R:\78Q43P6;R:\FAL1867,Connect
01/12/2010 13:47,Mar-86,PC-5153,R:\;R:\62d38v6;R:\793dvK8;R:\MAR2386,Connect
01/12/2010 13:47,DBC3871,PC-4703,,Disconnect
01/12/2010 13:47,UKC0543,PC-0084,R:\;R:\UKC0543,Connect
01/12/2010 13:47,AED1421,PC-0707,R:\;R:\31rWD71;R:\67jg5L2;R:\72WGC91;R:\96K4tT4;R:\AED1421,Connect
01/12/2010 13:47,FDF2135,PC-1036,,Disconnect
01/12/2010 13:47,GFK3498,PC-0027,,Disconnect
01/12/2010 13:48,FAJ3608,PC-1335,R:\;R:\FAJ3608,Connect
01/12/2010 13:48,APP2488,PC-1629,,Disconnect
01/12/2010 13:48,FAJ3608,PC-1335,,Disconnect
01/12/2010 13:48,MCB2802,PC-0094,R:\;R:\29QwGh0;R:\49NK2c2;R:\971dmV8;R:\MCB2802,Connect
01/12/2010 13:48,BHD2088,PC-4304,,Disconnect
01/12/2010 13:48,IWW0699,PC-4520,R:\;R:\IWW0699,Connect
01/12/2010 13:48,SSL2271,PC-7220,,Disconnect
01/12/2010 13:49,KLP3864,PC-6208,,Disconnect
01/12/2010 13:49,EJS1338,PC-1311,,Disconnect
01/12/2010 13:49,CSB3932,PC-5245,R:\;R:\115Dm19;R:\65tP373;R:\77kW1d2;R:\CSB3932,Connect
01/12/2010 13:49,ENM2269,PC-0213,,Disconnect
01/12/2010 13:49,BRD3314,PC-8310,,Disconnect
01/12/2010 13:49,BRG3267,PC-8439,R:\;R:\18Q55X6;R:\59nM2y2;R:\78dT383;R:\86J9287;R:\BRG3267,Connect
01/12/2010 13:49,IMR3660,PC-6999,,Disconnect
01/12/2010 13:49,BCC2536,PC-0256,,Disconnect
01/12/2010 13:49,TCM2403,PC-2105,R:\;R:\25RS533;R:\75p6xk4;R:\98MymV0;R:\TCM2403,Connect
01/12/2010 13:49,ATT1191,PC-2057,R:\;R:\299Vq39;R:\92Qqr11;R:\92yXz81;R:\97bDZ21;R:\ATT1191,Connect
01/12/2010 13:49,JHK3122,PC-4288,R:\;R:\15jj1V2;R:\84dJw41;R:\85YZ6Y2;R:\JHK3122,Connect
01/12/2010 13:50,AED1421,PC-0707,,Disconnect
01/12/2010 13:50,CKL0697,PC-1639,,Disconnect
01/12/2010 13:50,NQO2712,PC-0856,R:\;R:\39RN4N2;R:\85cLB51;R:\NQO2712,Connect
01/12/2010 13:50,GNT0221,PC-6427,R:\;R:\GNT0221,Connect
01/12/2010 13:50,Mar-86,PC-5153,,Disconnect
01/12/2010 13:50,KBM3734,PC-9185,R:\;R:\15W9Fd4;R:\15yQ853;R:\62HV293;R:\86C5447;R:\KBM3734,Connect
01/12/2010 13:50,LAN1329,PC-8190,,Disconnect
01/12/2010 13:50,BDJ3326,PC-6252,R:\;R:\54X47c6;R:\BDJ3326,Connect
01/12/2010 13:50,HJD3439,PC-7083,R:\;R:\HJD3439,Connect
01/12/2010 13:51,MPB2578,PC-0946,R:\;R:\24J4997;R:\356qbL8;R:\MPB2578,Connect
01/12/2010 13:51,EJL1075,PC-0520,R:\;R:\57h5l75;R:\EJL1075,Connect
01/12/2010 13:51,KDC0444,PC-6964,,Disconnect
01/12/2010 13:51,VDI1217,PC-7996,,Disconnect
01/12/2010 13:51,IBV1578,PC-0809,R:\;R:\13w7687;R:\421KLc8;R:\61r2K55;R:\IBV1578,Connect
01/12/2010 13:51,NQM0084,PC-8084,R:\;R:\251SNz8;R:\29WTbB0;R:\63T3zH4;R:\89fjjz0;R:\NQM0084,Connect
01/12/2010 13:51,QAH1315,PC-3767,R:\;R:\11nH633;R:\31p4g45;R:\74BvN51;R:\77hHs81;R:\QAH1315,Connect
01/12/2010 13:51,DBF3635,PC-0363,,Disconnect
01/12/2010 13:51,NVL2180,PC-6268,,Disconnect
01/12/2010 13:51,HNB2571,PC-4445,,Disconnect
01/12/2010 13:51,NTF1342,PC-6155,,Disconnect
01/12/2010 13:51,QGH0041,PC-9680,R:\;R:\37wPV51;R:\81YxhN0;R:\85C2qN4;R:\95FmWJ0;R:\QGH0041,Connect
01/12/2010 13:51,DTG1294,PC-0327,R:\;R:\14gf5l2;R:\329cq39;R:\67f7Gr4;R:\72PnQ31;R:\DTG1294,Connect
01/12/2010 13:52,JCL0446,PC-6384,R:\;R:\49Z21s6;R:\58RbkX0;R:\83S9jK4;R:\85V8zD4;R:\JCL0446,Connect
01/12/2010 13:52,NQM0084,PC-8084,,Disconnect
01/12/2010 13:52,TGP1343,PC-6751,,Disconnect
01/12/2010 13:52,TFH0544,PC-4354,R:\;R:\27K5LJ4;R:\41g5B75;R:\82kLrX0;R:\97X1pj4;R:\TFH0544,Connect
01/12/2010 13:53,KDC0444,PC-6964,R:\;R:\27w9mY4;R:\36yJGQ0;R:\53c2tZ4;R:\73c1Qw4;R:\KDC0444,Connect
01/12/2010 13:53,PGF3491,PC-4277,R:\;R:\63gnk81;R:\79l4xX4;R:\829PV59;R:\97kD483;R:\PGF3491,Connect
01/12/2010 13:53,CSL0428,PC-5364,R:\;R:\31Jc2p2;R:\34fVxg0;R:\574qSj8;R:\91D7nq4;R:\CSL0428,Connect
01/12/2010 13:53,AOC0982,PC-0721,,Disconnect
01/12/2010 13:53,CHM1561,PC-7046,R:\;R:\CHM1561,Connect
01/12/2010 13:53,CBA1023,PC-1570,,Disconnect
01/12/2010 13:53,NJS2498,PC-3448,,Disconnect
01/12/2010 13:53,TFH0544,PC-4354,,Disconnect
01/12/2010 13:53,QBR2250,PC-5642,R:\;R:\36GNhP0;R:\69Pc4Q2;R:\93K6s45;R:\QBR2250,Connect
01/12/2010 13:53,MCH3354,PC-0932,R:\;R:\93v6lF4;R:\MCH3354,Connect
01/12/2010 13:53,JKC2754,PC-3138,,Disconnect
01/12/2010 13:53,KAG2599,PC-1649,R:\;R:\KAG2599,Connect
01/12/2010 13:53,MBC0803,PC-1493,R:\;R:\MBC0803,Connect
01/12/2010 13:54,VAB1526,PC-7156,R:\;R:\44qy7j2;R:\84h2N75;R:\88xGq61;R:\93H55S6;R:\VAB1526,Connect
01/12/2010 13:54,TMC3659,PC-7374,R:\;R:\45f9m55;R:\871zl39;R:\TMC3659,Connect
01/12/2010 13:54,SSS3091,PC-2686,R:\;R:\179sT19;R:\84yNR81;R:\SSS3091,Connect
01/12/2010 13:54,VJB1928,PC-7171,,Disconnect
01/12/2010 13:54,QGH0041,PC-9680,,Disconnect
01/12/2010 13:54,AED1421,PC-0707,R:\;R:\31rWD71;R:\67jg5L2;R:\72WGC91;R:\96K4tT4;R:\AED1421,Connect
01/12/2010 13:54,BSM2844,PC-2848,,Disconnect
01/12/2010 13:54,GNT0221,PC-6427,,Disconnect
01/12/2010 13:54,LTW1441,PC-2126,R:\;R:\87FmP51;R:\95p3Rs4;R:\LTW1441,Connect
01/12/2010 13:55,GRY1398,PC-3048,R:\;R:\488Rfb8;R:\628cy29;R:\GRY1398,Connect
01/12/2010 13:55,DTG1294,PC-0327,,Disconnect
01/12/2010 13:55,GNT0221,PC-6427,R:\;R:\GNT0221,Connect
01/12/2010 13:55,RCS2064,PC-3218,,Disconnect
01/12/2010 13:55,WDD2677,PC-5115,,Disconnect
01/12/2010 13:55,AFB3228,PC-1951,,Disconnect
01/12/2010 13:55,IMS0862,PC-1101,R:\;R:\61L23p6;R:\98HH5l2;R:\IMS0862,Connect
01/12/2010 13:55,MCH3354,PC-0932,,Disconnect
01/12/2010 13:55,BCC2536,PC-0256,R:\;R:\54w31s6;R:\82LL683;R:\83n6Z85;R:\BCC2536,Connect
01/12/2010 13:56,JSM3931,PC-8211,,Disconnect
01/12/2010 13:56,VPS3185,PC-3491,R:\;R:\VPS3185,Connect
01/12/2010 13:56,DOT1898,PC-9700,R:\;R:\528wQ79;R:\552JVm8;R:\DOT1898,Connect
01/12/2010 13:56,QFP3467,PC-8089,,Disconnect
01/12/2010 13:56,CHM1561,PC-7046,,Disconnect
01/12/2010 13:56,YKW3832,PC-2158,R:\;R:\74Fv753;R:\94ZH5l2;R:\YKW3832,Connect
01/12/2010 13:56,NQO2712,PC-0856,,Disconnect
01/12/2010 13:57,HGD1664,PC-0180,,Disconnect
01/12/2010 13:57,CGM2036,PC-3060,,Disconnect
01/12/2010 13:57,JRR0769,PC-7787,R:\;R:\53S36c6;R:\72vCjp0;R:\795gB99;R:\91R5717;R:\JRR0769,Connect
01/12/2010 13:57,EJL1075,PC-0520,,Disconnect
01/12/2010 13:58,LER3942,PC-8408,R:\;R:\LER3942,Connect
01/12/2010 13:58,AAP1919,PC-5958,R:\;R:\374WV79;R:\71cHf61;R:\893yl29;R:\AAP1919,Connect
01/12/2010 13:58,ECB1683,PC-9614,R:\;R:\ECB1683,Connect
01/12/2010 13:58,CDW0886,PC-4930,R:\;R:\23R35v6;R:\84xQLV0;R:\931QFk8;R:\963kjc8;R:\CDW0886,Connect
01/12/2010 13:58,NQO2712,PC-0856,R:\;R:\39RN4N2;R:\85cLB51;R:\NQO2712,Connect
01/12/2010 13:58,UKC0543,PC-0084,,Disconnect
01/12/2010 13:58,VJB1928,PC-7171,R:\;R:\152zlk8;R:\53fm8t2;R:\VJB1928,Connect
01/12/2010 13:58,FAL1867,PC-3068,,Disconnect
01/12/2010 13:59,VAB1526,PC-7156,,Disconnect
01/12/2010 13:59,AFP2709,PC-3154,,Disconnect
01/12/2010 13:59,NQO2712,PC-0856,,Disconnect
01/12/2010 13:59,SMR0338,PC-0683,R:\;R:\SMR0338,Connect
01/12/2010 13:59,RQN2039,PC-0971,,Disconnect
01/12/2010 14:00,RRD2697,PC-8178,R:\;R:\68Lt8N2;R:\734DT99;R:\75p3537;R:\78h43G6;R:\RRD2697,Connect
01/12/2010 14:00,DAM0096,PC-7806,R:\;R:\28r18G6;R:\88JQLZ0;R:\993LJ49;R:\DAM0096,Connect
01/12/2010 14:00,AME1490,PC-1624,R:\;R:\AME1490,Connect
01/12/2010 14:00,MRS0409,PC-6474,R:\;R:\15DrKY0;R:\37tBXQ0;R:\575Jx79;R:\86H2Vk4;R:\MRS0409,Connect
01/12/2010 14:00,QBR2250,PC-5642,,Disconnect
01/12/2010 14:00,OJT3599,PC-9436,,Disconnect
01/12/2010 14:00,TGP1343,PC-6751,R:\;R:\21JD983;R:\38q7Mn4;R:\TGP1343,Connect
01/12/2010 14:00,ADG1737,PC-1196,R:\;R:\53B4417;R:\ADG1737,Connect
01/12/2010 14:01,ACB0701,PC-9770,,Disconnect
01/12/2010 14:01,XPW2833,PC-4706,,Disconnect
01/12/2010 14:01,ACS1921,PC-6938,R:\;R:\58YK1X2;R:\66vWx51;R:\682Qm89;R:\ACS1921,Connect
01/12/2010 14:01,GTC0747,PC-0870,,Disconnect
01/12/2010 14:01,QRJ1597,PC-5898,R:\;R:\38r5797;R:\585qK89;R:\QRJ1597,Connect
01/12/2010 14:01,JCP1462,PC-7135,,Disconnect
01/12/2010 14:01,NQO2712,PC-0856,R:\;R:\39RN4N2;R:\85cLB51;R:\NQO2712,Connect
01/12/2010 14:01,JRR2745,PC-8704,,Disconnect
01/12/2010 14:01,UKC0543,PC-0084,R:\;R:\UKC0543,Connect
01/12/2010 14:01,DJB1236,PC-4933,R:\;R:\62PD313;R:\79M16P6;R:\DJB1236,Connect
01/12/2010 14:01,LRS2996,PC-4651,,Disconnect
01/12/2010 14:02,AIP1614,PC-4251,R:\;R:\64T8Gv4;R:\AIP1614,Connect
01/12/2010 14:02,ICH2378,PC-1546,,Disconnect
01/12/2010 14:02,ACS1921,PC-6938,,Disconnect
01/12/2010 14:02,JCL0446,PC-6384,,Disconnect
01/12/2010 14:02,GYH3476,PC-2813,R:\;R:\37S4sH4;R:\44m3927;R:\67C88m6;R:\83vl193;R:\GYH3476,Connect
01/12/2010 14:02,MRS0368,PC-5093,R:\;R:\MRS0368,Connect
01/12/2010 14:02,BRG3267,PC-8439,,Disconnect
01/12/2010 14:02,IMS0862,PC-1101,,Disconnect
01/12/2010 14:03,ANL3024,PC-7640,R:\;R:\38V6Vs4;R:\99mD4L2;R:\ANL3024,Connect
01/12/2010 14:03,BUS1727,PC-7632,R:\;R:\46q7457;R:\88nd4R2;R:\BUS1727,Connect
01/12/2010 14:03,LZM0306,PC-7530,R:\;R:\46cCKc0;R:\69bgGG0;R:\71zp643;R:\78h28k6;R:\LZM0306,Connect
01/12/2010 14:03,MLW2240,PC-1960,R:\;R:\34RnHC0;R:\86W5zW4;R:\MLW2240,Connect
01/12/2010 14:03,TJS3067,PC-5461,R:\;R:\17Hs613;R:\28gXZG0;R:\52w68l6;R:\91X5357;R:\TJS3067,Connect
01/12/2010 14:03,UKC0543,PC-0084,,Disconnect
01/12/2010 14:03,DHG0962,PC-9310,R:\;R:\26p76r6;R:\34zHdN0;R:\447qL99;R:\63PL8L2;R:\DHG0962,Connect
01/12/2010 14:04,RRD2697,PC-8178,,Disconnect
01/12/2010 14:04,AFP2709,PC-3154,R:\;R:\787PQ59;R:\AFP2709,Connect
01/12/2010 14:04,VCV2521,PC-2244,,Disconnect
01/12/2010 14:04,CMH2342,PC-1086,,Disconnect
01/12/2010 14:04,LER3942,PC-8408,,Disconnect
01/12/2010 14:04,LTW1441,PC-2126,,Disconnect
01/12/2010 14:04,DMW2128,PC-7157,,Disconnect
01/12/2010 14:05,HGH0727,PC-2482,R:\;R:\16QxYq0;R:\47q3837;R:\54y3717;R:\63Gv4j2;R:\HGH0727,Connect
01/12/2010 14:05,EDF2361,PC-7853,R:\;R:\EDF2361,Connect
01/12/2010 14:05,HGJ2592,PC-4177,R:\;R:\77cD9m2;R:\832yJ59;R:\HGJ2592,Connect
01/12/2010 14:05,AMJ2374,PC-7610,,Disconnect
01/12/2010 14:05,MBH1370,PC-5060,,Disconnect
01/12/2010 14:05,LUG2205,PC-9606,R:\;R:\17ndkX0;R:\59r7T85;R:\81dn2D2;R:\LUG2205,Connect
01/12/2010 14:05,NQO2712,PC-0856,,Disconnect
01/12/2010 14:05,HAG3196,PC-5594,R:\;R:\298bt49;R:\42wK163;R:\65Gzn91;R:\67N36H6;R:\HAG3196,Connect
01/12/2010 14:05,MIC2325,PC-7190,R:\;R:\74M8J95;R:\MIC2325,Connect
01/12/2010 14:05,KEM1208,PC-4614,R:\;R:\KEM1208,Connect
01/12/2010 14:05,LAH3026,PC-2610,R:\;R:\34C42f6;R:\73fhty0;R:\79dh3X2;R:\81xn823;R:\LAH3026,Connect
01/12/2010 14:06,TIE1175,PC-9845,R:\;R:\33C7j55;R:\63Y8637;R:\TIE1175,Connect
01/12/2010 14:06,AIP1614,PC-4251,,Disconnect
01/12/2010 14:06,BAO2928,PC-7678,,Disconnect
01/12/2010 14:06,LTW1378,PC-5232,R:\;R:\798JSv8;R:\LTW1378,Connect
01/12/2010 14:06,UMF2894,PC-7216,R:\;R:\333YV69;R:\571DcB8;R:\88q7CB4;R:\UMF2894,Connect
01/12/2010 14:06,ABD3426,PC-8657,R:\;R:\ABD3426,Connect
01/12/2010 14:06,DAM0096,PC-7806,,Disconnect
01/12/2010 14:06,GYH3476,PC-2813,,Disconnect
01/12/2010 14:07,NQO2712,PC-0856,R:\;R:\39RN4N2;R:\85cLB51;R:\NQO2712,Connect
01/12/2010 14:07,JCP1462,PC-7135,R:\;R:\45CS6d2;R:\79Z31t6;R:\JCP1462,Connect
01/12/2010 14:07,EKH2084,PC-2825,,Disconnect
01/12/2010 14:07,QKO2718,PC-7030,R:\;R:\456Mqj8;R:\QKO2718,Connect
01/12/2010 14:07,GNC2237,PC-6077,R:\;R:\25GG473;R:\31J4737;R:\51Wy3R2;R:\GNC2237,Connect
01/12/2010 14:07,CSB3932,PC-5245,,Disconnect
01/12/2010 14:08,LCP0344,PC-0780,R:\;R:\15C2pl4;R:\36LRBb0;R:\67yn773;R:\82v2ST4;R:\LCP0344,Connect
01/12/2010 14:08,GNT0221,PC-6427,,Disconnect
01/12/2010 14:08,HJD3439,PC-7083,,Disconnect
01/12/2010 14:08,CSM1554,PC-9631,R:\;R:\24B7gG4;R:\97y2H95;R:\CSM1554,Connect
01/12/2010 14:08,PMF0768,PC-5810,R:\;R:\642PNw8;R:\PMF0768,Connect
01/12/2010 14:08,DGQ3744,PC-0311,R:\;R:\53N8tj4;R:\55K4bq4;R:\71J9187;R:\DGQ3744,Connect
01/12/2010 14:08,CID3640,PC-5401,R:\;R:\23kDLm0;R:\66W3lZ4;R:\77D65F6;R:\CID3640,Connect
01/12/2010 14:08,RJF3299,PC-7973,R:\;R:\283pc89;R:\RJF3299,Connect
01/12/2010 14:08,ILY3152,PC-2436,R:\;R:\59G9H35;R:\97BD8b2;R:\ILY3152,Connect
01/12/2010 14:09,LLH3157,PC-7736,R:\;R:\LLH3157,Connect
